icao24,wake_vortex,wake_vortex_index
440593,<7000kg,7.0
a638e4,"<136,000kg",3.0
4b1902,Heavy,0.0
3c6541,"<136,000kg",3.0
502d0e,"<136,000kg",3.0
39b014,<7000kg,7.0
0a0024,"<136,000kg",3.0
c85e10,Surface emergency vehicle,5.0
4d24fd,"<136,000kg",3.0
a27743,"<34,000kg",4.0
3d592e,<7000kg,7.0
4401b7,<7000kg,7.0
aa944a,Heavy,0.0
8963f1,Heavy,0.0
3951ad,"<34,000kg",4.0
44065c,"<136,000kg",3.0
34641a,Ultralight,9.0
0a0074,"<136,000kg",3.0
8964ff,Heavy,0.0
e20094,,2.0
e80468,Heavy,0.0
8778db,High vortex,8.0
a04b07,"<136,000kg",3.0
a1ede9,Heavy,0.0
3c5ef2,"<136,000kg",3.0
40814c,"<136,000kg",3.0
48c237,"<136,000kg",3.0
4d02d7,"<34,000kg",4.0
3e1a33,<7000kg,7.0
440c9b,"<34,000kg",4.0
dc0006,Obstruction,1.0
3ce3b3,"<34,000kg",4.0
71c390,Heavy,0.0
399143,"<34,000kg",4.0
3ce520,<7000kg,7.0
c00025,"<136,000kg",3.0
4acaa2,"<136,000kg",3.0
3c6743,"<136,000kg",3.0
44004f,"<136,000kg",3.0
aae6d5,Heavy,0.0
408133,"<136,000kg",3.0
0a0045,Heavy,0.0
e49aae,"<34,000kg",4.0
405bfd,Heavy,0.0
440da4,"<34,000kg",4.0
ea777a,"<136,000kg",3.0
44cf18,"<34,000kg",4.0
89621a,Heavy,0.0
44da66,"<34,000kg",4.0
a8a397,"<136,000kg",3.0
000207,High performance,13.0
4632b0,"<34,000kg",4.0
0cf31c,Space,14.0
4d2398,"<34,000kg",4.0
451b2c,,2.0
3a2e68,"<34,000kg",4.0
4d02c7,"<34,000kg",4.0
04024a,Heavy,0.0
3c7a47,Heavy,0.0
a3e5ba,"<34,000kg",4.0
4b19e6,"<136,000kg",3.0
06a127,Heavy,0.0
740828,Heavy,0.0
3950d1,,2.0
0a404c,"<34,000kg",4.0
781fc4,Heavy,0.0
02a196,"<136,000kg",3.0
3ce256,"<34,000kg",4.0
3532c7,High vortex,8.0
477ff4,"<136,000kg",3.0
3c6441,"<136,000kg",3.0
740735,"<136,000kg",3.0
48c1a9,"<136,000kg",3.0
47a743,"<136,000kg",3.0
48af12,"<136,000kg",3.0
398570,"<136,000kg",3.0
4ba9c3,Heavy,0.0
3949e9,Heavy,0.0
44ce62,"<136,000kg",3.0
040134,Heavy,0.0
459616,Reserved,10.0
448465,Heavy,0.0
4472a5,<7000kg,7.0
c01bc8,"<34,000kg",4.0
4bc850,"<136,000kg",3.0
46b82a,"<136,000kg",3.0
ac95a8,High performance,13.0
440bab,"<136,000kg",3.0
3e9fd2,High vortex,8.0
47878d,"<136,000kg",3.0
e49645,"<136,000kg",3.0
4b0e6a,<7000kg,7.0
e48507,"<34,000kg",4.0
10fdee,UAM,16.0
b41542,"<34,000kg",4.0
06a071,Heavy,0.0
02010e,"<34,000kg",4.0
3c6dd6,"<136,000kg",3.0
fa3054,Heavy,0.0
3b75fd,<7000kg,7.0
461f31,"<136,000kg",3.0
4b18e5,"<34,000kg",4.0
4b0e69,<7000kg,7.0
405ee1,"<136,000kg",3.0
39a431,"<34,000kg",4.0
57f186,,2.0
34738e,Rotorcraft,6.0
a88cf2,"<34,000kg",4.0
f31116,Surface emergency vehicle,5.0
06a07d,Heavy,0.0
a57279,"<34,000kg",4.0
4007fa,Heavy,0.0
407cd1,Heavy,0.0
a44335,"<136,000kg",3.0
9ea9e6,High vortex,8.0
484cbc,Heavy,0.0
ab6ea5,Heavy,0.0
48436c,Heavy,0.0
502d6b,"<34,000kg",4.0
a4e480,"<34,000kg",4.0
43ee1b,"<34,000kg",4.0
baef05,Reserved,10.0
738102,Heavy,0.0
a4158a,Heavy,0.0
06a0a9,Heavy,0.0
aafbdf,Heavy,0.0
06a36e,"<136,000kg",3.0
a0bebe,"<34,000kg",4.0
4ba9d0,Heavy,0.0
4ba9ec,Heavy,0.0
7b23d9,UAM,16.0
48c129,"<136,000kg",3.0
39e687,"<136,000kg",3.0
738444,"<136,000kg",3.0
471f59,"<136,000kg",3.0
4bc88e,"<136,000kg",3.0
4baa7a,"<136,000kg",3.0
71002b,Heavy,0.0
896215,Heavy,0.0
40621c,Heavy,0.0
4bb18a,Heavy,0.0
789244,Heavy,0.0
ad5cf0,<7000kg,7.0
71012e,Heavy,0.0
3c65ce,"<136,000kg",3.0
3cf846,"<34,000kg",4.0
0a008d,"<136,000kg",3.0
40749a,Heavy,0.0
4bc893,"<136,000kg",3.0
06a11d,Heavy,0.0
4d22d0,"<136,000kg",3.0
344649,"<136,000kg",3.0
c02ebd,Heavy,0.0
040240,Heavy,0.0
781002,Heavy,0.0
b4c0ef,Parachutist,18.0
4008ad,"<136,000kg",3.0
491d8d,"<136,000kg",3.0
40093f,"<136,000kg",3.0
502d5d,"<136,000kg",3.0
47945c,"<136,000kg",3.0
407cd2,Heavy,0.0
4ca87c,Heavy,0.0
741eaa,Reserved,10.0
e4a012,"<136,000kg",3.0
896178,Heavy,0.0
500009,Reserved,10.0
4d210c,"<34,000kg",4.0
44cd8d,"<34,000kg",4.0
740822,Heavy,0.0
489227,"<136,000kg",3.0
aa931d,Heavy,0.0
48c135,"<136,000kg",3.0
4ba9da,Heavy,0.0
4d20f7,"<136,000kg",3.0
8964c2,Heavy,0.0
4bb150,Heavy,0.0
4d2284,"<34,000kg",4.0
440d99,Obstruction,1.0
896192,Heavy,0.0
398568,"<136,000kg",3.0
7807fc,"<136,000kg",3.0
4cc481,Heavy,0.0
8963dd,Heavy,0.0
49d58c,"<34,000kg",4.0
44017c,"<136,000kg",3.0
345649,Obstruction,1.0
a19313,"<34,000kg",4.0
8964fd,Heavy,0.0
740825,Heavy,0.0
4d22a1,"<34,000kg",4.0
440d71,"<136,000kg",3.0
06a0b0,Heavy,0.0
44058f,<7000kg,7.0
0a0081,"<34,000kg",4.0
c2b5ad,"<136,000kg",3.0
3481c9,"<136,000kg",3.0
3985a4,"<136,000kg",3.0
502d45,"<136,000kg",3.0
24a14e,Obstruction,1.0
484cba,Heavy,0.0
46b8aa,"<136,000kg",3.0
86b903,<7000kg,7.0
710190,Heavy,0.0
765500,"<34,000kg",4.0
400978,<7000kg,7.0
780aa5,Heavy,0.0
399e86,Heavy,0.0
040156,Heavy,0.0
346298,<7000kg,7.0
4a35ab,,2.0
4bb14c,Heavy,0.0
a3c2d5,Heavy,0.0
440caf,"<136,000kg",3.0
781aa6,Heavy,0.0
aa253b,Heavy,0.0
e49632,"<136,000kg",3.0
30047d,"<34,000kg",4.0
fbe842,Surface service vehicle,15.0
4891ac,"<136,000kg",3.0
4bb1ed,Heavy,0.0
50025a,"<34,000kg",4.0
4bb843,"<136,000kg",3.0
44001a,"<136,000kg",3.0
440bca,High vortex,8.0
3c66e8,"<136,000kg",3.0
3d7061,<7000kg,7.0
aab2ff,"<136,000kg",3.0
4bb321,"<136,000kg",3.0
4bb285,"<136,000kg",3.0
4d2371,"<136,000kg",3.0
3c64f4,Heavy,0.0
49d34a,<7000kg,7.0
4d24cf,"<136,000kg",3.0
461f67,"<136,000kg",3.0
71be24,Heavy,0.0
39856f,"<136,000kg",3.0
06a13d,Heavy,0.0
4d2443,"<136,000kg",3.0
4d22a0,Heavy,0.0
896464,Heavy,0.0
440d90,"<136,000kg",3.0
4d0110,Heavy,0.0
a39988,"<136,000kg",3.0
89610e,Heavy,0.0
4073ce,Heavy,0.0
4079cc,Heavy,0.0
4caa32,Heavy,0.0
44003a,"<136,000kg",3.0
8960ec,Heavy,0.0
459053,"<34,000kg",4.0
ab282c,"<34,000kg",4.0
4bc899,"<136,000kg",3.0
4b1883,Heavy,0.0
4ca6c4,"<136,000kg",3.0
4cadca,Heavy,0.0
0a0028,"<136,000kg",3.0
c058c0,Heavy,0.0
441592,Surface emergency vehicle,5.0
860642,Heavy,0.0
8963d9,Heavy,0.0
4ac99a,"<34,000kg",4.0
4692cc,"<136,000kg",3.0
4d2330,"<34,000kg",4.0
396444,Heavy,0.0
3f7588,High vortex,8.0
4891b0,,2.0
39d2aa,Heavy,0.0
4d2268,"<136,000kg",3.0
4cac36,"<136,000kg",3.0
020132,"<34,000kg",4.0
407bf5,"<34,000kg",4.0
45d08c,Reserved,10.0
48ae06,Heavy,0.0
e49952,"<136,000kg",3.0
c04082,"<34,000kg",4.0
b934e3,Obstruction,1.0
44c063,<7000kg,7.0
45abce,"<136,000kg",3.0
032a78,Lighter than air,12.0
cbbd04,Surface service vehicle,15.0
e49725,"<136,000kg",3.0
3949f0,Heavy,0.0
710195,Heavy,0.0
4ca85b,"<136,000kg",3.0
781684,Heavy,0.0
48418b,"<136,000kg",3.0
740821,Heavy,0.0
06003e,"<136,000kg",3.0
4b198e,"<34,000kg",4.0
39e690,"<136,000kg",3.0
75d432,Glider,11.0
440d91,"<136,000kg",3.0
4bb861,"<136,000kg",3.0
5001e5,"<136,000kg",3.0
489228,"<136,000kg",3.0
4bb204,"<136,000kg",3.0
3950ce,"<136,000kg",3.0
4baa6e,"<136,000kg",3.0
89630e,Heavy,0.0
180060,Obstruction,1.0
06a2e5,Heavy,0.0
89617f,Heavy,0.0
06a00f,"<136,000kg",3.0
4bb0f5,Heavy,0.0
010266,"<136,000kg",3.0
49d307,"<136,000kg",3.0
46097d,<7000kg,7.0
4d208a,"<136,000kg",3.0
485d61,"<34,000kg",4.0
a4c34c,Heavy,0.0
4bb0e2,Heavy,0.0
8963d5,Heavy,0.0
a6329d,Heavy,0.0
811660,Lighter than air,12.0
495269,"<136,000kg",3.0
a50e57,<7000kg,7.0
4d2144,<7000kg,7.0
175f00,High performance,13.0
408107,"<34,000kg",4.0
ea6c10,Obstruction,1.0
39d2a9,Heavy,0.0
39cf01,Heavy,0.0
3004c2,"<136,000kg",3.0
4d0101,Heavy,0.0
485ec4,<7000kg,7.0
80c296,Ultralight,9.0
43eaae,"<34,000kg",4.0
e11455,Obstruction,1.0
aa7082,Heavy,0.0
abc67f,"<34,000kg",4.0
c8ed1e,Space,14.0
48c221,"<136,000kg",3.0
4403f0,"<136,000kg",3.0
896448,"<136,000kg",3.0
440cec,"<136,000kg",3.0
49d3ce,"<34,000kg",4.0
4bc85a,"<136,000kg",3.0
4d23ec,"<136,000kg",3.0
4d238a,"<34,000kg",4.0
406b6d,"<136,000kg",3.0
3e50df,<7000kg,7.0
49d4c9,"<34,000kg",4.0
4baa61,"<136,000kg",3.0
77094a,Obstruction,1.0
502d81,"<136,000kg",3.0
4baa6b,"<136,000kg",3.0
4d2422,"<136,000kg",3.0
3c66a7,"<136,000kg",3.0
44033f,"<34,000kg",4.0
3aff99,Surface emergency vehicle,5.0
4cc548,"<136,000kg",3.0
0d1003,"<136,000kg",3.0
4d22f5,"<136,000kg",3.0
8963ec,Heavy,0.0
485d10,<7000kg,7.0
440c8c,"<136,000kg",3.0
43c700,Heavy,0.0
4d2480,"<34,000kg",4.0
440154,<7000kg,7.0
aad5ca,Heavy,0.0
3de1e0,Rotorcraft,6.0
40649f,"<136,000kg",3.0
aba77c,<7000kg,7.0
706057,Heavy,0.0
78131d,Heavy,0.0
781f41,Heavy,0.0
5d3891,"<34,000kg",4.0
39856c,"<136,000kg",3.0
02a199,"<136,000kg",3.0
45a5d6,,2.0
3c0c0a,"<34,000kg",4.0
010265,"<136,000kg",3.0
407719,"<34,000kg",4.0
4d2094,"<34,000kg",4.0
43e7b2,"<34,000kg",4.0
a02aab,,2.0
462d15,"<34,000kg",4.0
af4a7b,<7000kg,7.0
4ca76f,"<136,000kg",3.0
3e1dcb,<7000kg,7.0
484160,"<136,000kg",3.0
407f2b,Heavy,0.0
4850c7,"<136,000kg",3.0
3949e8,Heavy,0.0
47921c,"<136,000kg",3.0
8960d8,Heavy,0.0
4ac8c8,"<34,000kg",4.0
5002df,"<136,000kg",3.0
5080b3,,2.0
4d028f,"<34,000kg",4.0
a63722,"<34,000kg",4.0
440db8,<7000kg,7.0
48c121,"<136,000kg",3.0
3cfbb0,"<34,000kg",4.0
347416,Rotorcraft,6.0
52212a,"<136,000kg",3.0
1a2c75,Ultralight,9.0
3c6649,"<136,000kg",3.0
008801,High performance,13.0
c078c2,Heavy,0.0
266eaf,Reserved,10.0
45b654,Reserved,10.0
4d207f,"<136,000kg",3.0
486442,"<34,000kg",4.0
05e531,,2.0
494106,"<34,000kg",4.0
31aa01,Rotorcraft,6.0
406862,,2.0
eaafa4,High vortex,8.0
f5b049,Ultralight,9.0
a353c6,Heavy,0.0
ac6f37,"<136,000kg",3.0
a13687,"<136,000kg",3.0
020038,"<136,000kg",3.0
3ce0f7,"<34,000kg",4.0
4d21de,"<34,000kg",4.0
471841,"<34,000kg",4.0
342557,<7000kg,7.0
3c9689,"<34,000kg",4.0
4403e0,"<34,000kg",4.0
040125,Heavy,0.0
4b0293,"<136,000kg",3.0
5001df,<7000kg,7.0
45dacf,"<136,000kg",3.0
a6e055,Heavy,0.0
400a30,"<136,000kg",3.0
8963a2,Heavy,0.0
4bb0f2,Heavy,0.0
4b15ca,"<34,000kg",4.0
4245e8,Heavy,0.0
0a008f,"<136,000kg",3.0
2eeb24,Reserved,10.0
505dc2,"<34,000kg",4.0
4691c1,"<136,000kg",3.0
458d0c,"<34,000kg",4.0
505dcd,"<136,000kg",3.0
3441c9,Obstruction,1.0
a5d87a,Heavy,0.0
39d2a4,Heavy,0.0
49d3e9,<7000kg,7.0
4d23ed,"<136,000kg",3.0
780ff1,Heavy,0.0
ae01b0,"<34,000kg",4.0
06a1ce,"<136,000kg",3.0
89577a,Reserved,10.0
43b9f2,<7000kg,7.0
e4908e,Heavy,0.0
460cb6,<7000kg,7.0
4d20f9,"<136,000kg",3.0
4cae7d,"<136,000kg",3.0
ab7ae4,Heavy,0.0
a34e45,"<136,000kg",3.0
3c79c5,"<136,000kg",3.0
000042,"<136,000kg",3.0
06a0d8,"<136,000kg",3.0
4520e0,"<34,000kg",4.0
4bb06f,"<136,000kg",3.0
3c65d4,"<136,000kg",3.0
4baa50,"<136,000kg",3.0
89620d,Heavy,0.0
407cf6,"<136,000kg",3.0
4b9ec2,"<34,000kg",4.0
42441f,Heavy,0.0
553584,Heavy,0.0
06a2f1,Heavy,0.0
4cae84,"<136,000kg",3.0
46b8ac,"<136,000kg",3.0
a1775f,Heavy,0.0
4cc582,"<136,000kg",3.0
aa6b9f,Heavy,0.0
39cf10,Heavy,0.0
04004a,Heavy,0.0
68032d,High vortex,8.0
7810f6,Heavy,0.0
4caa9b,Heavy,0.0
4692c8,"<136,000kg",3.0
39e681,"<136,000kg",3.0
4ca8fa,Heavy,0.0
cbc812,Glider,11.0
896615,Heavy,0.0
461f4e,Heavy,0.0
4952ae,Heavy,0.0
a24a70,"<136,000kg",3.0
47c98d,Heavy,0.0
45b4ef,"<34,000kg",4.0
eba012,Surface emergency vehicle,5.0
98ae6b,Reserved,10.0
a9cb09,"<136,000kg",3.0
c07a0f,Heavy,0.0
4d20aa,"<136,000kg",3.0
a95442,"<34,000kg",4.0
a62bab,"<136,000kg",3.0
348144,Obstruction,1.0
e4950b,"<136,000kg",3.0
780fd9,Heavy,0.0
a0c081,"<136,000kg",3.0
c03ba4,"<136,000kg",3.0
4ba9eb,Heavy,0.0
06a070,Heavy,0.0
4d230a,Heavy,0.0
a05b20,"<34,000kg",4.0
3cc243,"<34,000kg",4.0
a0d99c,"<34,000kg",4.0
a8cc8d,"<34,000kg",4.0
3b77fa,<7000kg,7.0
398275,"<34,000kg",4.0
4d02cd,<7000kg,7.0
4ca785,"<136,000kg",3.0
493288,"<34,000kg",4.0
4bb845,"<136,000kg",3.0
3e5668,<7000kg,7.0
45213d,"<136,000kg",3.0
440d92,"<136,000kg",3.0
44c06d,<7000kg,7.0
407f00,"<34,000kg",4.0
a7f063,"<136,000kg",3.0
346114,Heavy,0.0
710124,Heavy,0.0
498488,"<34,000kg",4.0
4bb203,"<136,000kg",3.0
1454c3,Obstruction,1.0
040045,Heavy,0.0
4a2d24,Heavy,0.0
89655f,Heavy,0.0
4074e2,Heavy,0.0
06a105,Heavy,0.0
406a03,Heavy,0.0
407995,Heavy,0.0
4b19ef,"<136,000kg",3.0
4065de,Heavy,0.0
fab0ac,UAM,16.0
40808c,Heavy,0.0
406ecc,Heavy,0.0
780c5d,Heavy,0.0
4007fb,Heavy,0.0
39d2a7,Heavy,0.0
4d0109,Heavy,0.0
4b8421,"<34,000kg",4.0
4080a2,Heavy,0.0
405bfe,Heavy,0.0
400685,Heavy,0.0
896309,Heavy,0.0
a05879,"<34,000kg",4.0
3c674e,"<136,000kg",3.0
8963f7,Heavy,0.0
aace5c,Heavy,0.0
49410d,"<34,000kg",4.0
3d5fd0,<7000kg,7.0
4401d4,<7000kg,7.0
a8c3bd,Heavy,0.0
4ca87d,Heavy,0.0
0200e7,"<34,000kg",4.0
c94000,,2.0
7625de,High vortex,8.0
06a0b2,Heavy,0.0
3c6446,"<136,000kg",3.0
ab8c19,Heavy,0.0
06a1d2,"<136,000kg",3.0
484f06,"<136,000kg",3.0
40815b,"<136,000kg",3.0
491d84,"<136,000kg",3.0
49d5b4,<7000kg,7.0
a2de6c,"<34,000kg",4.0
a2f939,<7000kg,7.0
400804,"<136,000kg",3.0
a67857,"<136,000kg",3.0
348305,"<136,000kg",3.0
3980e5,<7000kg,7.0
395c04,<7000kg,7.0
4d2438,"<34,000kg",4.0
3c4584,Heavy,0.0
3e4801,<7000kg,7.0
0d0773,"<136,000kg",3.0
3e28e4,<7000kg,7.0
3475d3,Heavy,0.0
e49539,Heavy,0.0
4b9c62,"<136,000kg",3.0
4d21a0,"<34,000kg",4.0
033a78,Reserved,10.0
aa644e,"<136,000kg",3.0
9dcc06,Reserved,10.0
a9f502,Heavy,0.0
cbfffd,Ultralight,9.0
407bc4,"<136,000kg",3.0
132b95,Reserved,10.0
aac337,Heavy,0.0
e1ac10,Heavy,0.0
4bb323,"<136,000kg",3.0
78157d,Heavy,0.0
ab1fa7,Heavy,0.0
348143,Obstruction,1.0
4d2085,"<136,000kg",3.0
89617d,Heavy,0.0
c080dd,Heavy,0.0
4008b5,"<136,000kg",3.0
06a1c0,Heavy,0.0
39666f,"<136,000kg",3.0
89647e,Heavy,0.0
06a1bd,Heavy,0.0
e494df,"<136,000kg",3.0
4d2222,"<136,000kg",3.0
4baac2,"<136,000kg",3.0
440030,"<136,000kg",3.0
4891b4,"<136,000kg",3.0
3c4589,Heavy,0.0
4402e5,<7000kg,7.0
4d22c1,"<136,000kg",3.0
acc5f0,"<136,000kg",3.0
3a919a,Glider,11.0
064236,"<34,000kg",4.0
600bc8,"<136,000kg",3.0
010242,"<136,000kg",3.0
486804,"<136,000kg",3.0
500214,"<136,000kg",3.0
06a077,Heavy,0.0
a8bc3a,"<136,000kg",3.0
e06589,Heavy,0.0
484acb,"<136,000kg",3.0
01023a,"<136,000kg",3.0
4ac9e4,"<136,000kg",3.0
51609f,Glider,11.0
461f30,"<136,000kg",3.0
4075c3,Heavy,0.0
40749b,Heavy,0.0
4241b7,"<136,000kg",3.0
406a04,Heavy,0.0
896535,Heavy,0.0
505cea,"<136,000kg",3.0
040242,Heavy,0.0
8964a6,Heavy,0.0
896596,Heavy,0.0
a1abff,High vortex,8.0
4d251f,"<34,000kg",4.0
896461,Heavy,0.0
4005bc,Heavy,0.0
50024b,"<136,000kg",3.0
406e11,Heavy,0.0
896463,Heavy,0.0
407f19,Heavy,0.0
8960f6,Heavy,0.0
8964e3,Heavy,0.0
4baa65,"<136,000kg",3.0
01023c,"<136,000kg",3.0
484132,"<136,000kg",3.0
6829b5,Reserved,10.0
4bb862,"<136,000kg",3.0
342311,Reserved,10.0
06a0b3,Heavy,0.0
4d20e1,"<34,000kg",4.0
34565a,"<34,000kg",4.0
4bb1a2,Heavy,0.0
e48dbb,"<136,000kg",3.0
407fcc,Heavy,0.0
39de44,"<136,000kg",3.0
06a11f,Heavy,0.0
3c6746,"<136,000kg",3.0
392af1,"<136,000kg",3.0
452119,"<136,000kg",3.0
348306,"<136,000kg",3.0
4bd14f,"<136,000kg",3.0
02012d,"<136,000kg",3.0
49130a,"<34,000kg",4.0
4ca86e,Heavy,0.0
3f59f3,"<136,000kg",3.0
4aca8e,"<136,000kg",3.0
a80a8f,Heavy,0.0
461f62,"<136,000kg",3.0
fc220b,High performance,13.0
4d212d,"<136,000kg",3.0
ac25c4,Heavy,0.0
abefb1,Reserved,10.0
4b3781,"<34,000kg",4.0
16a24a,High vortex,8.0
06a07a,Heavy,0.0
06a0e9,Heavy,0.0
48c124,"<136,000kg",3.0
34529a,Heavy,0.0
e44b40,Obstruction,1.0
3728d2,"<136,000kg",3.0
04008b,Heavy,0.0
a5c0b7,"<34,000kg",4.0
896185,Heavy,0.0
407646,<7000kg,7.0
4d204e,"<34,000kg",4.0
39e68d,"<136,000kg",3.0
4401e2,"<136,000kg",3.0
a6e3e6,Heavy,0.0
06a0a8,Heavy,0.0
346206,Heavy,0.0
44068e,<7000kg,7.0
3c6598,"<136,000kg",3.0
498422,"<136,000kg",3.0
008ba5,"<136,000kg",3.0
4a1a61,Heavy,0.0
490d02,"<34,000kg",4.0
4bb074,"<136,000kg",3.0
48af07,"<136,000kg",3.0
7101e7,"<34,000kg",4.0
3474c7,<7000kg,7.0
39a204,"<136,000kg",3.0
4baacd,"<136,000kg",3.0
50020e,"<136,000kg",3.0
4075c1,Heavy,0.0
484b90,"<136,000kg",3.0
11824c,Reserved,10.0
4074e3,Heavy,0.0
3c70b3,High vortex,8.0
50801b,Heavy,0.0
89617c,Heavy,0.0
03f7d6,,2.0
4cabd3,"<136,000kg",3.0
86dffe,<7000kg,7.0
405bfb,Heavy,0.0
4006c4,Heavy,0.0
666e4f,Reserved,10.0
406c3a,Heavy,0.0
4077d3,Heavy,0.0
458846,<7000kg,7.0
aa2184,Heavy,0.0
506d8e,<7000kg,7.0
451e8c,"<136,000kg",3.0
010209,"<136,000kg",3.0
4631cc,<7000kg,7.0
348312,Rotorcraft,6.0
4bc8c9,"<136,000kg",3.0
34740d,<7000kg,7.0
4bb47a,Heavy,0.0
49528e,"<136,000kg",3.0
14bfa3,Obstruction,1.0
ef6348,Space,14.0
46b8ab,"<136,000kg",3.0
3c6704,Heavy,0.0
e0b215,Heavy,0.0
43eb29,Rotorcraft,6.0
489221,"<136,000kg",3.0
4cac8d,"<136,000kg",3.0
4d23cf,"<34,000kg",4.0
4078b8,Heavy,0.0
45d595,Lighter than air,12.0
4409ff,"<34,000kg",4.0
a1c9cd,"<34,000kg",4.0
e48f63,"<34,000kg",4.0
06a2e0,Heavy,0.0
348190,<7000kg,7.0
6ffd01,"<136,000kg",3.0
b6c975,Glider,11.0
59e7d6,Reserved,10.0
4952b2,Heavy,0.0
9b6ba0,"<136,000kg",3.0
345641,<7000kg,7.0
4d214a,Heavy,0.0
05e0e3,"<34,000kg",4.0
b57dcf,Space,14.0
50766c,<7000kg,7.0
4baa88,"<136,000kg",3.0
471f5c,"<136,000kg",3.0
aaa326,Heavy,0.0
06a0b5,Heavy,0.0
4b19fc,"<136,000kg",3.0
06a052,Heavy,0.0
4d22b2,"<136,000kg",3.0
4d02da,"<34,000kg",4.0
4952b1,Heavy,0.0
4cae98,"<136,000kg",3.0
440a84,"<34,000kg",4.0
505f3a,"<34,000kg",4.0
4b199d,"<34,000kg",4.0
3b7770,High vortex,8.0
ab60e3,Heavy,0.0
a89621,"<136,000kg",3.0
3c7087,"<34,000kg",4.0
4d2442,"<136,000kg",3.0
896442,Heavy,0.0
a9538b,"<136,000kg",3.0
4aca42,"<136,000kg",3.0
49d5a6,"<136,000kg",3.0
4932a3,"<34,000kg",4.0
896197,Heavy,0.0
e4996d,"<136,000kg",3.0
4bb1c3,Heavy,0.0
4075c2,Heavy,0.0
406a05,Heavy,0.0
df7ffe,,2.0
89644e,Heavy,0.0
4075b3,Heavy,0.0
0100df,"<136,000kg",3.0
44b2b8,"<34,000kg",4.0
398477,"<34,000kg",4.0
452164,"<136,000kg",3.0
3c5827,"<34,000kg",4.0
400fda,"<136,000kg",3.0
3c2345,Obstruction,1.0
3c582f,"<136,000kg",3.0
500362,"<136,000kg",3.0
7100c8,Heavy,0.0
e49688,"<136,000kg",3.0
c6dfe4,Surface emergency vehicle,5.0
44ce32,Glider,11.0
3c7a49,Heavy,0.0
461f5a,Heavy,0.0
40093e,"<136,000kg",3.0
3c6254,"<34,000kg",4.0
d8714e,Obstruction,1.0
010079,,2.0
47a531,"<136,000kg",3.0
4067f7,Heavy,0.0
a8b426,"<136,000kg",3.0
4d2468,"<34,000kg",4.0
89649f,,2.0
73f641,Surface service vehicle,15.0
43ea06,"<34,000kg",4.0
461f9c,"<136,000kg",3.0
407fb5,"<136,000kg",3.0
49d5ac,"<34,000kg",4.0
4b17e2,"<136,000kg",3.0
3ccb72,"<34,000kg",4.0
3e4643,<7000kg,7.0
896473,Heavy,0.0
440d0a,"<34,000kg",4.0
4b9065,"<136,000kg",3.0
ac7364,High vortex,8.0
3985a1,"<136,000kg",3.0
489226,"<136,000kg",3.0
3cea41,"<34,000kg",4.0
3441c5,Obstruction,1.0
3c85ce,"<34,000kg",4.0
345199,Obstruction,1.0
39bdaf,"<136,000kg",3.0
0101bd,"<136,000kg",3.0
341343,Obstruction,1.0
341341,Obstruction,1.0
3451c9,Obstruction,1.0
3c66a1,"<136,000kg",3.0
3ce005,"<34,000kg",4.0
e49574,"<34,000kg",4.0
4ba9d4,Heavy,0.0
484b8f,"<136,000kg",3.0
48ad84,"<136,000kg",3.0
06a19e,Heavy,0.0
48fccb,<7000kg,7.0
395d68,Heavy,0.0
ae571a,"<136,000kg",3.0
4cae85,"<136,000kg",3.0
e80474,Heavy,0.0
3c66e1,"<136,000kg",3.0
3c6444,"<136,000kg",3.0
b44859,Reserved,10.0
06a2ed,Heavy,0.0
4006c0,Heavy,0.0
4007f4,Heavy,0.0
6e7e89,UAM,16.0
4007f7,Heavy,0.0
4ca900,"<136,000kg",3.0
e48e40,"<34,000kg",4.0
3f6c26,High vortex,8.0
89618f,Heavy,0.0
aa77f0,Heavy,0.0
010083,,2.0
ab6737,Heavy,0.0
fcbe91,Obstruction,1.0
3c6586,"<136,000kg",3.0
493291,"<34,000kg",4.0
3c5c41,"<34,000kg",4.0
39ac93,<7000kg,7.0
79afa2,Rotorcraft,6.0
a150f7,"<136,000kg",3.0
407bea,"<34,000kg",4.0
394a0b,Heavy,0.0
5003fd,"<136,000kg",3.0
a8521f,Heavy,0.0
86fb58,Lighter than air,12.0
344518,Obstruction,1.0
c00022,"<34,000kg",4.0
348042,Glider,11.0
40a000,,2.0
345312,,2.0
aaaf5d,"<136,000kg",3.0
4850a1,"<136,000kg",3.0
40717f,"<136,000kg",3.0
4d2139,"<136,000kg",3.0
4ba930,Heavy,0.0
47c968,Heavy,0.0
4bb86e,"<136,000kg",3.0
06a2e3,Heavy,0.0
a82a1c,<7000kg,7.0
a88de1,"<136,000kg",3.0
a1744b,"<136,000kg",3.0
34720c,"<34,000kg",4.0
8e3dad,Surface service vehicle,15.0
45a953,"<34,000kg",4.0
4079d2,"<136,000kg",3.0
06a063,Heavy,0.0
89617e,Heavy,0.0
4007f6,Heavy,0.0
55b445,,2.0
406ecd,Heavy,0.0
e4872b,"<34,000kg",4.0
3c7dc5,"<34,000kg",4.0
71c222,"<136,000kg",3.0
780aaa,Heavy,0.0
a08a74,<7000kg,7.0
a4c02f,"<136,000kg",3.0
ae03cb,"<136,000kg",3.0
4a08e7,"<136,000kg",3.0
4cc57a,"<136,000kg",3.0
39ae97,Heavy,0.0
39c912,Heavy,0.0
33194a,Glider,11.0
5b9764,<7000kg,7.0
